id,original,num_pronunciations,word_count,tier,media_stem,forvo_url
1145800,Верховна Рада України,7,3,tier4plus,uk_1145800,https://forvo.com/word/%D0%92%D0%B5%D1%80%D1%85%D0%BE%D0%B2%D0%BD%D0%B0%20%D0%A0%D0%B0%D0%B4%D0%B0%20%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B8/#uk
7142789,Добрий день,7,2,tier4plus,uk_7142789,https://forvo.com/word/%D0%94%D0%BE%D0%B1%D1%80%D0%B8%D0%B9%20%D0%B4%D0%B5%D0%BD%D1%8C/#uk
900723,день народження,7,2,tier4plus,uk_900723,https://forvo.com/word/%D0%B4%D0%B5%D0%BD%D1%8C%20%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F/#uk
7145037,Ви говорите англійською?,6,3,tier4plus,uk_7145037,https://forvo.com/word/%D0%92%D0%B8%20%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%B8%D1%82%D0%B5%20%D0%B0%D0%BD%D0%B3%D0%BB%D1%96%D0%B9%D1%81%D1%8C%D0%BA%D0%BE%D1%8E%3F/#uk
6985948,"Добра з медом паляниця, а без меду - не така. (Народна творчість)",6,12,tier4plus,uk_6985948,https://forvo.com/word/%D0%94%D0%BE%D0%B1%D1%80%D0%B0%20%D0%B7%20%D0%BC%D0%B5%D0%B4%D0%BE%D0%BC%20%D0%BF%D0%B0%D0%BB%D1%8F%D0%BD%D0%B8%D1%86%D1%8F%2C%20%D0%B0%20%D0%B1%D0%B5%D0%B7%20%D0%BC%D0%B5%D0%B4%D1%83%20-%20%D0%BD%D0%B5%20%D1%82%D0%B0%D0%BA%D0%B0.%20%28%D0%9D%D0%B0%D1%80%D0%BE%D0%B4%D0%BD%D0%B0%20%D1%82%D0%B2%D0%BE%D1%80%D1%87%D1%96%D1%81%D1%82%D1%8C%29/#uk
7144994,У мене надзвичайна ситуація,6,4,tier4plus,uk_7144994,https://forvo.com/word/%D0%A3%20%D0%BC%D0%B5%D0%BD%D0%B5%20%D0%BD%D0%B0%D0%B4%D0%B7%D0%B2%D0%B8%D1%87%D0%B0%D0%B9%D0%BD%D0%B0%20%D1%81%D0%B8%D1%82%D1%83%D0%B0%D1%86%D1%96%D1%8F/#uk
7142784,Щиро дякую,6,2,tier4plus,uk_7142784,https://forvo.com/word/%D0%A9%D0%B8%D1%80%D0%BE%20%D0%B4%D1%8F%D0%BA%D1%83%D1%8E/#uk
7149195,Що нового?,6,2,tier4plus,uk_7149195,https://forvo.com/word/%D0%A9%D0%BE%20%D0%BD%D0%BE%D0%B2%D0%BE%D0%B3%D0%BE%3F/#uk
7149193,Дуже дякую,5,2,tier4plus,uk_7149193,https://forvo.com/word/%D0%94%D1%83%D0%B6%D0%B5%20%D0%B4%D1%8F%D0%BA%D1%83%D1%8E/#uk
7149196,Звучить непогано,5,2,tier4plus,uk_7149196,https://forvo.com/word/%D0%97%D0%B2%D1%83%D1%87%D0%B8%D1%82%D1%8C%20%D0%BD%D0%B5%D0%BF%D0%BE%D0%B3%D0%B0%D0%BD%D0%BE/#uk
7142783,Нема за що,5,3,tier4plus,uk_7142783,https://forvo.com/word/%D0%9D%D0%B5%D0%BC%D0%B0%20%D0%B7%D0%B0%20%D1%89%D0%BE/#uk
7144956,Скільки це коштує?,5,3,tier4plus,uk_7144956,https://forvo.com/word/%D0%A1%D0%BA%D1%96%D0%BB%D1%8C%D0%BA%D0%B8%20%D1%86%D0%B5%20%D0%BA%D0%BE%D1%88%D1%82%D1%83%D1%94%3F/#uk
4325396,Слава Україні!,5,2,tier4plus,uk_4325396,https://forvo.com/word/%D0%A1%D0%BB%D0%B0%D0%B2%D0%B0%20%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D1%96%21/#uk
7142781,дуже приємно,5,2,tier4plus,uk_7142781,https://forvo.com/word/%D0%B4%D1%83%D0%B6%D0%B5%20%D0%BF%D1%80%D0%B8%D1%94%D0%BC%D0%BD%D0%BE/#uk
33851,ласкаво просимо,5,2,tier4plus,uk_33851,https://forvo.com/word/%D0%BB%D0%B0%D1%81%D0%BA%D0%B0%D0%B2%D0%BE%20%D0%BF%D1%80%D0%BE%D1%81%D0%B8%D0%BC%D0%BE/#uk
5406239,міський голова,5,2,tier4plus,uk_5406239,https://forvo.com/word/%D0%BC%D1%96%D1%81%D1%8C%D0%BA%D0%B8%D0%B9%20%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D0%B0/#uk
1883291,Богдан Хмельницький,4,2,tier4plus,uk_1883291,https://forvo.com/word/%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD%20%D0%A5%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9/#uk
7149188,"Легше сказати, ніж зробити",4,4,tier4plus,uk_7149188,https://forvo.com/word/%D0%9B%D0%B5%D0%B3%D1%88%D0%B5%20%D1%81%D0%BA%D0%B0%D0%B7%D0%B0%D1%82%D0%B8%2C%20%D0%BD%D1%96%D0%B6%20%D0%B7%D1%80%D0%BE%D0%B1%D0%B8%D1%82%D0%B8/#uk
7149189,Мені байдуже,4,2,tier4plus,uk_7149189,https://forvo.com/word/%D0%9C%D0%B5%D0%BD%D1%96%20%D0%B1%D0%B0%D0%B9%D0%B4%D1%83%D0%B6%D0%B5/#uk
7144991,Мені потрібно побачити когось просто зараз,4,6,tier4plus,uk_7144991,https://forvo.com/word/%D0%9C%D0%B5%D0%BD%D1%96%20%D0%BF%D0%BE%D1%82%D1%80%D1%96%D0%B1%D0%BD%D0%BE%20%D0%BF%D0%BE%D0%B1%D0%B0%D1%87%D0%B8%D1%82%D0%B8%20%D0%BA%D0%BE%D0%B3%D0%BE%D1%81%D1%8C%20%D0%BF%D1%80%D0%BE%D1%81%D1%82%D0%BE%20%D0%B7%D0%B0%D1%80%D0%B0%D0%B7/#uk
7143234,Мені підійде будь-який день,4,4,tier4plus,uk_7143234,https://forvo.com/word/%D0%9C%D0%B5%D0%BD%D1%96%20%D0%BF%D1%96%D0%B4%D1%96%D0%B9%D0%B4%D0%B5%20%D0%B1%D1%83%D0%B4%D1%8C-%D1%8F%D0%BA%D0%B8%D0%B9%20%D0%B4%D0%B5%D0%BD%D1%8C/#uk
7143210,Може повечеряємо колись разом?,4,4,tier4plus,uk_7143210,https://forvo.com/word/%D0%9C%D0%BE%D0%B6%D0%B5%20%D0%BF%D0%BE%D0%B2%D0%B5%D1%87%D0%B5%D1%80%D1%8F%D1%94%D0%BC%D0%BE%20%D0%BA%D0%BE%D0%BB%D0%B8%D1%81%D1%8C%20%D1%80%D0%B0%D0%B7%D0%BE%D0%BC%3F/#uk
7143214,Ти мені дуже подобаєшся,4,4,tier4plus,uk_7143214,https://forvo.com/word/%D0%A2%D0%B8%20%D0%BC%D0%B5%D0%BD%D1%96%20%D0%B4%D1%83%D0%B6%D0%B5%20%D0%BF%D0%BE%D0%B4%D0%BE%D0%B1%D0%B0%D1%94%D1%88%D1%81%D1%8F/#uk
7143203,Чи можу я розрахуватися кредитною карткою?,4,6,tier4plus,uk_7143203,https://forvo.com/word/%D0%A7%D0%B8%20%D0%BC%D0%BE%D0%B6%D1%83%20%D1%8F%20%D1%80%D0%BE%D0%B7%D1%80%D0%B0%D1%85%D1%83%D0%B2%D0%B0%D1%82%D0%B8%D1%81%D1%8F%20%D0%BA%D1%80%D0%B5%D0%B4%D0%B8%D1%82%D0%BD%D0%BE%D1%8E%20%D0%BA%D0%B0%D1%80%D1%82%D0%BA%D0%BE%D1%8E%3F/#uk
7145020,Чи не могли б ви допомогти мені обміняти гроші?,4,9,tier4plus,uk_7145020,https://forvo.com/word/%D0%A7%D0%B8%20%D0%BD%D0%B5%20%D0%BC%D0%BE%D0%B3%D0%BB%D0%B8%20%D0%B1%20%D0%B2%D0%B8%20%D0%B4%D0%BE%D0%BF%D0%BE%D0%BC%D0%BE%D0%B3%D1%82%D0%B8%20%D0%BC%D0%B5%D0%BD%D1%96%20%D0%BE%D0%B1%D0%BC%D1%96%D0%BD%D1%8F%D1%82%D0%B8%20%D0%B3%D1%80%D0%BE%D1%88%D1%96%3F/#uk
7143213,Я люблю твою усмішку,4,4,tier4plus,uk_7143213,https://forvo.com/word/%D0%AF%20%D0%BB%D1%8E%D0%B1%D0%BB%D1%8E%20%D1%82%D0%B2%D0%BE%D1%8E%20%D1%83%D1%81%D0%BC%D1%96%D1%88%D0%BA%D1%83/#uk
7142780,Як ви сказали?,4,3,tier4plus,uk_7142780,https://forvo.com/word/%D0%AF%D0%BA%20%D0%B2%D0%B8%20%D1%81%D0%BA%D0%B0%D0%B7%D0%B0%D0%BB%D0%B8%3F/#uk
7123250,Як ся маєш?,4,3,tier4plus,uk_7123250,https://forvo.com/word/%D0%AF%D0%BA%20%D1%81%D1%8F%20%D0%BC%D0%B0%D1%94%D1%88%3F/#uk
7144990,Якомога скоріше,4,2,tier4plus,uk_7144990,https://forvo.com/word/%D0%AF%D0%BA%D0%BE%D0%BC%D0%BE%D0%B3%D0%B0%20%D1%81%D0%BA%D0%BE%D1%80%D1%96%D1%88%D0%B5/#uk
7143118,повертайте праворуч після наступного світлофору,4,5,tier4plus,uk_7143118,https://forvo.com/word/%D0%BF%D0%BE%D0%B2%D0%B5%D1%80%D1%82%D0%B0%D0%B9%D1%82%D0%B5%20%D0%BF%D1%80%D0%B0%D0%B2%D0%BE%D1%80%D1%83%D1%87%20%D0%BF%D1%96%D1%81%D0%BB%D1%8F%20%D0%BD%D0%B0%D1%81%D1%82%D1%83%D0%BF%D0%BD%D0%BE%D0%B3%D0%BE%20%D1%81%D0%B2%D1%96%D1%82%D0%BB%D0%BE%D1%84%D0%BE%D1%80%D1%83/#uk
890956,3 (три),3,2,tier3,uk_890956,https://forvo.com/word/3%20%28%D1%82%D1%80%D0%B8%29/#uk
7145032,"Є трохи часу, щоб потеревенити?",3,5,tier3,uk_7145032,https://forvo.com/word/%D0%84%20%D1%82%D1%80%D0%BE%D1%85%D0%B8%20%D1%87%D0%B0%D1%81%D1%83%2C%20%D1%89%D0%BE%D0%B1%20%D0%BF%D0%BE%D1%82%D0%B5%D1%80%D0%B5%D0%B2%D0%B5%D0%BD%D0%B8%D1%82%D0%B8%3F/#uk
4525263,Анатолій Тимощук,3,2,tier3,uk_4525263,https://forvo.com/word/%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%20%D0%A2%D0%B8%D0%BC%D0%BE%D1%89%D1%83%D0%BA/#uk
7143224,"Будь ласка, відвезіть мене у лікарню",3,6,tier3,uk_7143224,https://forvo.com/word/%D0%91%D1%83%D0%B4%D1%8C%20%D0%BB%D0%B0%D1%81%D0%BA%D0%B0%2C%20%D0%B2%D1%96%D0%B4%D0%B2%D0%B5%D0%B7%D1%96%D1%82%D1%8C%20%D0%BC%D0%B5%D0%BD%D0%B5%20%D1%83%20%D0%BB%D1%96%D0%BA%D0%B0%D1%80%D0%BD%D1%8E/#uk
7143124,"Будь ласка, передай мені ложку.",3,5,tier3,uk_7143124,https://forvo.com/word/%D0%91%D1%83%D0%B4%D1%8C%20%D0%BB%D0%B0%D1%81%D0%BA%D0%B0%2C%20%D0%BF%D0%B5%D1%80%D0%B5%D0%B4%D0%B0%D0%B9%20%D0%BC%D0%B5%D0%BD%D1%96%20%D0%BB%D0%BE%D0%B6%D0%BA%D1%83./#uk
7144992,"Будь ласка, покличте лікаря",3,4,tier3,uk_7144992,https://forvo.com/word/%D0%91%D1%83%D0%B4%D1%8C%20%D0%BB%D0%B0%D1%81%D0%BA%D0%B0%2C%20%D0%BF%D0%BE%D0%BA%D0%BB%D0%B8%D1%87%D1%82%D0%B5%20%D0%BB%D1%96%D0%BA%D0%B0%D1%80%D1%8F/#uk
7145038,Вам підходить?,3,2,tier3,uk_7145038,https://forvo.com/word/%D0%92%D0%B0%D0%BC%20%D0%BF%D1%96%D0%B4%D1%85%D0%BE%D0%B4%D0%B8%D1%82%D1%8C%3F/#uk
3750167,Вельми дякую,3,2,tier3,uk_3750167,https://forvo.com/word/%D0%92%D0%B5%D0%BB%D1%8C%D0%BC%D0%B8%20%D0%B4%D1%8F%D0%BA%D1%83%D1%8E/#uk
7145021,Вже час!,3,2,tier3,uk_7145021,https://forvo.com/word/%D0%92%D0%B6%D0%B5%20%D1%87%D0%B0%D1%81%21/#uk
5075420,Ви розмовляєте англійською?,3,3,tier3,uk_5075420,https://forvo.com/word/%D0%92%D0%B8%20%D1%80%D0%BE%D0%B7%D0%BC%D0%BE%D0%B2%D0%BB%D1%8F%D1%94%D1%82%D0%B5%20%D0%B0%D0%BD%D0%B3%D0%BB%D1%96%D0%B9%D1%81%D1%8C%D0%BA%D0%BE%D1%8E%3F/#uk
7143165,Де знаходиться автобусна зупинка?,3,4,tier3,uk_7143165,https://forvo.com/word/%D0%94%D0%B5%20%D0%B7%D0%BD%D0%B0%D1%85%D0%BE%D0%B4%D0%B8%D1%82%D1%8C%D1%81%D1%8F%20%D0%B0%D0%B2%D1%82%D0%BE%D0%B1%D1%83%D1%81%D0%BD%D0%B0%20%D0%B7%D1%83%D0%BF%D0%B8%D0%BD%D0%BA%D0%B0%3F/#uk
7145003,Де знаходиться найближчий банк?,3,4,tier3,uk_7145003,https://forvo.com/word/%D0%94%D0%B5%20%D0%B7%D0%BD%D0%B0%D1%85%D0%BE%D0%B4%D0%B8%D1%82%D1%8C%D1%81%D1%8F%20%D0%BD%D0%B0%D0%B9%D0%B1%D0%BB%D0%B8%D0%B6%D1%87%D0%B8%D0%B9%20%D0%B1%D0%B0%D0%BD%D0%BA%3F/#uk
7144953,Де у вас примірочні кімнати?,3,5,tier3,uk_7144953,https://forvo.com/word/%D0%94%D0%B5%20%D1%83%20%D0%B2%D0%B0%D1%81%20%D0%BF%D1%80%D0%B8%D0%BC%D1%96%D1%80%D0%BE%D1%87%D0%BD%D1%96%20%D0%BA%D1%96%D0%BC%D0%BD%D0%B0%D1%82%D0%B8%3F/#uk
7144985,Де я можу знайти аптеку?,3,5,tier3,uk_7144985,https://forvo.com/word/%D0%94%D0%B5%20%D1%8F%20%D0%BC%D0%BE%D0%B6%D1%83%20%D0%B7%D0%BD%D0%B0%D0%B9%D1%82%D0%B8%20%D0%B0%D0%BF%D1%82%D0%B5%D0%BA%D1%83%3F/#uk
7144950,Де я можу оплатити?,3,4,tier3,uk_7144950,https://forvo.com/word/%D0%94%D0%B5%20%D1%8F%20%D0%BC%D0%BE%D0%B6%D1%83%20%D0%BE%D0%BF%D0%BB%D0%B0%D1%82%D0%B8%D1%82%D0%B8%3F/#uk
7143200,"Допоможіть мені, будь ласка.",3,4,tier3,uk_7143200,https://forvo.com/word/%D0%94%D0%BE%D0%BF%D0%BE%D0%BC%D0%BE%D0%B6%D1%96%D1%82%D1%8C%20%D0%BC%D0%B5%D0%BD%D1%96%2C%20%D0%B1%D1%83%D0%B4%D1%8C%20%D0%BB%D0%B0%D1%81%D0%BA%D0%B0./#uk
7144969,Дуже приємно познайомитись,3,3,tier3,uk_7144969,https://forvo.com/word/%D0%94%D1%83%D0%B6%D0%B5%20%D0%BF%D1%80%D0%B8%D1%94%D0%BC%D0%BD%D0%BE%20%D0%BF%D0%BE%D0%B7%D0%BD%D0%B0%D0%B9%D0%BE%D0%BC%D0%B8%D1%82%D0%B8%D1%81%D1%8C/#uk
7149190,"Думаю, так",3,2,tier3,uk_7149190,https://forvo.com/word/%D0%94%D1%83%D0%BC%D0%B0%D1%8E%2C%20%D1%82%D0%B0%D0%BA/#uk
7143207,Дякую за чудову розмову,3,4,tier3,uk_7143207,https://forvo.com/word/%D0%94%D1%8F%D0%BA%D1%83%D1%8E%20%D0%B7%D0%B0%20%D1%87%D1%83%D0%B4%D0%BE%D0%B2%D1%83%20%D1%80%D0%BE%D0%B7%D0%BC%D0%BE%D0%B2%D1%83/#uk
1205982,З днем народження!,3,3,tier3,uk_1205982,https://forvo.com/word/%D0%97%20%D0%B4%D0%BD%D0%B5%D0%BC%20%D0%BD%D0%B0%D1%80%D0%BE%D0%B4%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F%21/#uk
8579604,Київ – столиця України,3,4,tier3,uk_8579604,https://forvo.com/word/%D0%9A%D0%B8%D1%97%D0%B2%20%E2%80%93%20%D1%81%D1%82%D0%BE%D0%BB%D0%B8%D1%86%D1%8F%20%D0%A3%D0%BA%D1%80%D0%B0%D1%97%D0%BD%D0%B8/#uk
7143235,Коли вам зручно?,3,3,tier3,uk_7143235,https://forvo.com/word/%D0%9A%D0%BE%D0%BB%D0%B8%20%D0%B2%D0%B0%D0%BC%20%D0%B7%D1%80%D1%83%D1%87%D0%BD%D0%BE%3F/#uk
7144986,Коли я можу побачити лікаря?,3,5,tier3,uk_7144986,https://forvo.com/word/%D0%9A%D0%BE%D0%BB%D0%B8%20%D1%8F%20%D0%BC%D0%BE%D0%B6%D1%83%20%D0%BF%D0%BE%D0%B1%D0%B0%D1%87%D0%B8%D1%82%D0%B8%20%D0%BB%D1%96%D0%BA%D0%B0%D1%80%D1%8F%3F/#uk
819006,Майдан Незалежності,3,2,tier3,uk_819006,https://forvo.com/word/%D0%9C%D0%B0%D0%B9%D0%B4%D0%B0%D0%BD%20%D0%9D%D0%B5%D0%B7%D0%B0%D0%BB%D0%B5%D0%B6%D0%BD%D0%BE%D1%81%D1%82%D1%96/#uk
7144993,Мені потрібна допомога,3,3,tier3,uk_7144993,https://forvo.com/word/%D0%9C%D0%B5%D0%BD%D1%96%20%D0%BF%D0%BE%D1%82%D1%80%D1%96%D0%B1%D0%BD%D0%B0%20%D0%B4%D0%BE%D0%BF%D0%BE%D0%BC%D0%BE%D0%B3%D0%B0/#uk
7143209,Може підемо в якесь інше місце?,3,6,tier3,uk_7143209,https://forvo.com/word/%D0%9C%D0%BE%D0%B6%D0%B5%20%D0%BF%D1%96%D0%B4%D0%B5%D0%BC%D0%BE%20%D0%B2%20%D1%8F%D0%BA%D0%B5%D1%81%D1%8C%20%D1%96%D0%BD%D1%88%D0%B5%20%D0%BC%D1%96%D1%81%D1%86%D0%B5%3F/#uk
7052669,Моє коліно дуже болить,3,4,tier3,uk_7052669,https://forvo.com/word/%D0%9C%D0%BE%D1%94%20%D0%BA%D0%BE%D0%BB%D1%96%D0%BD%D0%BE%20%D0%B4%D1%83%D0%B6%D0%B5%20%D0%B1%D0%BE%D0%BB%D0%B8%D1%82%D1%8C/#uk
829613,На все добре,3,3,tier3,uk_829613,https://forvo.com/word/%D0%9D%D0%B0%20%D0%B2%D1%81%D0%B5%20%D0%B4%D0%BE%D0%B1%D1%80%D0%B5/#uk
7033860,"Ні, дякую. Я тільки нещодавно перекусила.",3,6,tier3,uk_7033860,https://forvo.com/word/%D0%9D%D1%96%2C%20%D0%B4%D1%8F%D0%BA%D1%83%D1%8E.%20%D0%AF%20%D1%82%D1%96%D0%BB%D1%8C%D0%BA%D0%B8%20%D0%BD%D0%B5%D1%89%D0%BE%D0%B4%D0%B0%D0%B2%D0%BD%D0%BE%20%D0%BF%D0%B5%D1%80%D0%B5%D0%BA%D1%83%D1%81%D0%B8%D0%BB%D0%B0./#uk
1948804,Олег Тягнибок,3,2,tier3,uk_1948804,https://forvo.com/word/%D0%9E%D0%BB%D0%B5%D0%B3%20%D0%A2%D1%8F%D0%B3%D0%BD%D0%B8%D0%B1%D0%BE%D0%BA/#uk
7143182,"Перепрошую, ви місцевий?",3,3,tier3,uk_7143182,https://forvo.com/word/%D0%9F%D0%B5%D1%80%D0%B5%D0%BF%D1%80%D0%BE%D1%88%D1%83%D1%8E%2C%20%D0%B2%D0%B8%20%D0%BC%D1%96%D1%81%D1%86%D0%B5%D0%B2%D0%B8%D0%B9%3F/#uk
7143199,"Проконсультуйте мене, будь ласка.",3,4,tier3,uk_7143199,https://forvo.com/word/%D0%9F%D1%80%D0%BE%D0%BA%D0%BE%D0%BD%D1%81%D1%83%D0%BB%D1%8C%D1%82%D1%83%D0%B9%D1%82%D0%B5%20%D0%BC%D0%B5%D0%BD%D0%B5%2C%20%D0%B1%D1%83%D0%B4%D1%8C%20%D0%BB%D0%B0%D1%81%D0%BA%D0%B0./#uk
7144952,Прошу дати мені пакет,3,4,tier3,uk_7144952,https://forvo.com/word/%D0%9F%D1%80%D0%BE%D1%88%D1%83%20%D0%B4%D0%B0%D1%82%D0%B8%20%D0%BC%D0%B5%D0%BD%D1%96%20%D0%BF%D0%B0%D0%BA%D0%B5%D1%82/#uk
6907949,Путін хуйло,3,2,tier3,uk_6907949,https://forvo.com/word/%D0%9F%D1%83%D1%82%D1%96%D0%BD%20%D1%85%D1%83%D0%B9%D0%BB%D0%BE/#uk
7143171,Скільки поїздок у метро можна здійснити за допомогою цієї картки?,3,10,tier3,uk_7143171,https://forvo.com/word/%D0%A1%D0%BA%D1%96%D0%BB%D1%8C%D0%BA%D0%B8%20%D0%BF%D0%BE%D1%97%D0%B7%D0%B4%D0%BE%D0%BA%20%D1%83%20%D0%BC%D0%B5%D1%82%D1%80%D0%BE%20%D0%BC%D0%BE%D0%B6%D0%BD%D0%B0%20%D0%B7%D0%B4%D1%96%D0%B9%D1%81%D0%BD%D0%B8%D1%82%D0%B8%20%D0%B7%D0%B0%20%D0%B4%D0%BE%D0%BF%D0%BE%D0%BC%D0%BE%D0%B3%D0%BE%D1%8E%20%D1%86%D1%96%D1%94%D1%97%20%D0%BA%D0%B0%D1%80%D1%82%D0%BA%D0%B8%3F/#uk
4416816,Сумська область,3,2,tier3,uk_4416816,https://forvo.com/word/%D0%A1%D1%83%D0%BC%D1%81%D1%8C%D0%BA%D0%B0%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C/#uk
7149191,Схоже на тe,3,3,tier3,uk_7149191,https://forvo.com/word/%D0%A1%D1%85%D0%BE%D0%B6%D0%B5%20%D0%BD%D0%B0%20%D1%82e/#uk
2465039,Тернопільська область,3,2,tier3,uk_2465039,https://forvo.com/word/%D0%A2%D0%B5%D1%80%D0%BD%D0%BE%D0%BF%D1%96%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B0%20%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C/#uk
7144961,Ти дуже милий,3,3,tier3,uk_7144961,https://forvo.com/word/%D0%A2%D0%B8%20%D0%B4%D1%83%D0%B6%D0%B5%20%D0%BC%D0%B8%D0%BB%D0%B8%D0%B9/#uk
7144987,У мене болить голова,3,4,tier3,uk_7144987,https://forvo.com/word/%D0%A3%20%D0%BC%D0%B5%D0%BD%D0%B5%20%D0%B1%D0%BE%D0%BB%D0%B8%D1%82%D1%8C%20%D0%B3%D0%BE%D0%BB%D0%BE%D0%B2%D0%B0/#uk
7143216,У тебе є дівчина?,3,4,tier3,uk_7143216,https://forvo.com/word/%D0%A3%20%D1%82%D0%B5%D0%B1%D0%B5%20%D1%94%20%D0%B4%D1%96%D0%B2%D1%87%D0%B8%D0%BD%D0%B0%3F/#uk
7143217,У тебе є хлопець?,3,4,tier3,uk_7143217,https://forvo.com/word/%D0%A3%20%D1%82%D0%B5%D0%B1%D0%B5%20%D1%94%20%D1%85%D0%BB%D0%BE%D0%BF%D0%B5%D1%86%D1%8C%3F/#uk
6978744,Це дуже цікаво.,3,3,tier3,uk_6978744,https://forvo.com/word/%D0%A6%D0%B5%20%D0%B4%D1%83%D0%B6%D0%B5%20%D1%86%D1%96%D0%BA%D0%B0%D0%B2%D0%BE./#uk
7144982,Чи можу я призначити зустріч?,3,5,tier3,uk_7144982,https://forvo.com/word/%D0%A7%D0%B8%20%D0%BC%D0%BE%D0%B6%D1%83%20%D1%8F%20%D0%BF%D1%80%D0%B8%D0%B7%D0%BD%D0%B0%D1%87%D0%B8%D1%82%D0%B8%20%D0%B7%D1%83%D1%81%D1%82%D1%80%D1%96%D1%87%3F/#uk
7144954,Чи можу я приміряти цю річ?,3,6,tier3,uk_7144954,https://forvo.com/word/%D0%A7%D0%B8%20%D0%BC%D0%BE%D0%B6%D1%83%20%D1%8F%20%D0%BF%D1%80%D0%B8%D0%BC%D1%96%D1%80%D1%8F%D1%82%D0%B8%20%D1%86%D1%8E%20%D1%80%D1%96%D1%87%3F/#uk
7143202,Чи не могли б ви допомогти мені підібрати потрібний розмір?,3,10,tier3,uk_7143202,https://forvo.com/word/%D0%A7%D0%B8%20%D0%BD%D0%B5%20%D0%BC%D0%BE%D0%B3%D0%BB%D0%B8%20%D0%B1%20%D0%B2%D0%B8%20%D0%B4%D0%BE%D0%BF%D0%BE%D0%BC%D0%BE%D0%B3%D1%82%D0%B8%20%D0%BC%D0%B5%D0%BD%D1%96%20%D0%BF%D1%96%D0%B4%D1%96%D0%B1%D1%80%D0%B0%D1%82%D0%B8%20%D0%BF%D0%BE%D1%82%D1%80%D1%96%D0%B1%D0%BD%D0%B8%D0%B9%20%D1%80%D0%BE%D0%B7%D0%BC%D1%96%D1%80%3F/#uk
